,from_id,to_id,travel_time
2223,48060639,118,21.0
2224,48060639,125,20.0
2225,48060639,144,25.0
2226,48060639,159,13.0
2227,48060639,160,25.0
2228,48060639,162,18.0
2229,48060639,165,23.0
2230,48060639,167,15.0
2231,48060639,168,33.0
2232,48060639,173,23.0
2233,48060639,174,12.0
2234,48060639,176,21.0
2235,48060639,177,9.0
2236,48060639,220,17.0
2237,48060639,340,19.0
2238,48060640,22,13.0
2239,48060640,32,11.0
2240,48060640,62,24.0
2241,48060640,80,9.0
2242,48060640,86,7.0
2243,48060640,110,22.0
2244,48060640,125,13.0
2245,48060640,144,17.0
2246,48060640,159,18.0
2247,48060640,165,17.0
2248,48060640,168,33.0
2249,48060640,173,20.0
2250,48060640,174,19.0
2251,48060640,176,26.0
2252,48060640,177,10.0
2253,48060640,220,17.0
2254,48060640,310,19.0
2255,48060643,17,21.0
2256,48060643,32,14.0
2257,48060643,80,11.0
2258,48060643,85,20.0
2259,48060643,86,13.0
2260,48060643,102,24.0
2261,48060643,107,24.0
2262,48060643,110,10.0
2263,48060643,118,23.0
2264,48060643,125,6.0
2265,48060643,134,21.0
2266,48060643,144,25.0
2267,48060643,153,22.0
2268,48060643,160,28.0
2269,48060643,162,22.0
2270,48060643,165,7.0
2271,48060643,167,17.0
2272,48060643,168,33.0
2273,48060643,173,3.0
2274,48060643,174,29.0
2275,48060643,176,25.0
2276,48060643,177,17.0
2277,48060643,183,23.0
2278,48060643,220,13.0
2279,48060643,263,29.0
2280,48060643,341,20.0
2281,48060644,17,14.0
2282,48060644,32,8.0
2283,48060644,80,10.0
2284,48060644,85,14.0
2285,48060644,86,12.0
2286,48060644,102,17.0
2287,48060644,107,17.0
2288,48060644,110,9.0
2289,48060644,118,16.0
2290,48060644,125,6.0
2291,48060644,134,14.0
2292,48060644,144,23.0
2293,48060644,153,15.0
2294,48060644,160,22.0
2295,48060644,162,16.0
2296,48060644,165,8.0
2297,48060644,167,11.0
2298,48060644,168,26.0
2299,48060644,173,7.0
2300,48060644,174,22.0
2301,48060644,176,18.0
2302,48060644,177,10.0
2303,48060644,183,16.0
2304,48060644,220,6.0
2305,48060644,263,22.0
2306,48060644,341,13.0
2307,48060645,17,11.0
2308,48060645,32,6.0
2309,48060645,80,13.0
2310,48060645,85,11.0
2311,48060645,86,14.0
2312,48060645,102,14.0
2313,48060645,107,14.0
2314,48060645,110,13.0
2315,48060645,118,12.0
2316,48060645,125,9.0
2317,48060645,134,11.0
2318,48060645,144,20.0
2319,48060645,153,12.0
2320,48060645,160,19.0
2321,48060645,162,11.0
2322,48060645,165,11.0
2323,48060645,167,7.0
2324,48060645,168,23.0
2325,48060645,173,11.0
2326,48060645,174,20.0
2327,48060645,176,14.0
2328,48060645,177,7.0
2329,48060645,183,13.0
2330,48060645,220,6.0
2331,48060645,263,19.0
2332,48060645,341,10.0
2333,48060646,15,17.0
2334,48060646,17,13.0
2335,48060646,22,16.0
2336,48060646,32,6.0
2337,48060646,80,13.0
2338,48060646,86,15.0
2339,48060646,102,15.0
2340,48060646,110,17.0
2341,48060646,118,12.0
2342,48060646,125,12.0
2343,48060646,144,23.0
2344,48060646,159,21.0
2345,48060646,160,20.0
2346,48060646,162,11.0
2347,48060646,165,16.0
2348,48060646,167,5.0
2349,48060646,168,27.0
2350,48060646,173,18.0
2351,48060646,174,14.0
2352,48060646,176,14.0
2353,48060646,177,7.0
2354,48060646,220,12.0
2355,48060646,340,26.0
2356,48060647,17,13.0
2357,48060647,32,16.0
2358,48060647,85,15.0
2359,48060647,101,13.0
2360,48060647,102,0.0
2361,48060647,107,20.0
2362,48060647,110,22.0
2363,48060647,118,4.0
2364,48060647,125,22.0
2365,48060647,134,15.0
2366,48060647,153,17.0
2367,48060647,160,7.0
2368,48060647,162,8.0
2369,48060647,165,25.0
2370,48060647,167,9.0
2371,48060647,173,21.0
2372,48060647,174,17.0
2373,48060647,176,14.0
2374,48060647,177,17.0
2375,48060647,183,15.0
2376,48060647,220,15.0
2377,48060647,263,30.0
2378,48060647,341,16.0
2379,48060648,17,12.0
2380,48060648,32,17.0
2381,48060648,85,13.0
2382,48060648,101,10.0
2383,48060648,102,7.0
2384,48060648,107,19.0
2385,48060648,110,20.0
2386,48060648,118,10.0
2387,48060648,125,24.0
2388,48060648,134,13.0
2389,48060648,153,15.0
2390,48060648,160,1.0
2391,48060648,162,15.0
2392,48060648,165,26.0
2393,48060648,167,18.0
2394,48060648,173,23.0
2395,48060648,174,21.0
2396,48060648,176,22.0
2397,48060648,177,18.0
2398,48060648,183,14.0
2399,48060648,220,16.0
2400,48060648,263,30.0
2401,48060648,341,14.0
2402,48060649,17,12.0
2403,48060649,85,14.0
2404,48060649,101,8.0
2405,48060649,102,10.0
2406,48060649,107,18.0
2407,48060649,118,13.0
2408,48060649,134,13.0
2409,48060649,153,16.0
2410,48060649,160,5.0
2411,48060649,162,18.0
2412,48060649,167,21.0
2413,48060649,183,14.0
2414,48060649,263,30.0
2415,48060649,295,24.0
2416,48060649,334,22.0
2417,48060649,341,15.0
2418,48060650,17,17.0
2419,48060650,85,16.0
2420,48060650,101,6.0
2421,48060650,102,15.0
2422,48060650,107,16.0
2423,48060650,118,18.0
2424,48060650,134,16.0
2425,48060650,153,18.0
2426,48060650,160,9.0
2427,48060650,162,23.0
2428,48060650,167,25.0
2429,48060650,183,18.0
2430,48060650,263,32.0
2431,48060650,295,20.0
2432,48060650,334,19.0
2433,48060650,341,17.0
2434,48060651,17,16.0
2435,48060651,85,15.0
2436,48060651,101,11.0
2437,48060651,102,15.0
2438,48060651,107,20.0
2439,48060651,118,17.0
2440,48060651,134,15.0
2441,48060651,153,17.0
2442,48060651,160,8.0
2443,48060651,162,22.0
2444,48060651,167,24.0
2445,48060651,183,17.0
2446,48060651,263,31.0
2447,48060651,295,21.0
2448,48060651,334,20.0
2449,48060651,341,16.0
2450,48060652,17,12.0
2451,48060652,85,14.0
2452,48060652,101,1.0
2453,48060652,102,10.0
2454,48060652,107,10.0
2455,48060652,118,15.0
2456,48060652,134,13.0
2457,48060652,153,16.0
2458,48060652,160,11.0
2459,48060652,162,19.0
2460,48060652,167,21.0
2461,48060652,183,14.0
2462,48060652,263,28.0
2463,48060652,295,22.0
2464,48060652,334,20.0
2465,48060652,341,15.0
2466,48060654,17,4.0
2467,48060654,85,6.0
2468,48060654,101,12.0
2469,48060654,102,12.0
2470,48060654,107,7.0
2471,48060654,110,16.0
2472,48060654,118,17.0
2473,48060654,125,20.0
2474,48060654,134,5.0
2475,48060654,142,28.0
2476,48060654,153,6.0
2477,48060654,160,13.0
2478,48060654,162,20.0
2479,48060654,165,22.0
2480,48060654,167,14.0
2481,48060654,173,19.0
2482,48060654,179,27.0
2483,48060654,183,3.0
2484,48060654,220,12.0
2485,48060654,263,22.0
2486,48060654,341,6.0
2487,48060655,17,4.0
2488,48060655,85,4.0
2489,48060655,101,14.0
2490,48060655,102,14.0
2491,48060655,107,7.0
2492,48060655,110,14.0
2493,48060655,118,17.0
2494,48060655,125,19.0
2495,48060655,134,3.0
2496,48060655,142,26.0
2497,48060655,153,4.0
2498,48060655,160,14.0
2499,48060655,162,20.0
2500,48060655,165,21.0
2501,48060655,167,15.0
2502,48060655,173,18.0
2503,48060655,179,25.0
2504,48060655,183,2.0
2505,48060655,220,11.0
2506,48060655,263,21.0
2507,48060655,341,5.0
2508,48060656,17,4.0
2509,48060656,32,11.0
2510,48060656,85,3.0
2511,48060656,101,15.0
2512,48060656,102,14.0
2513,48060656,107,11.0
2514,48060656,110,10.0
2515,48060656,118,16.0
2516,48060656,125,17.0
2517,48060656,134,3.0
2518,48060656,153,5.0
2519,48060656,160,15.0
2520,48060656,162,20.0
2521,48060656,165,19.0
2522,48060656,167,14.0
2523,48060656,173,16.0
2524,48060656,174,23.0
2525,48060656,176,16.0
2526,48060656,177,13.0
2527,48060656,183,6.0
2528,48060656,220,8.0
2529,48060656,263,22.0
2530,48060656,341,4.0
2531,48060660,17,8.0
2532,48060660,85,6.0
2533,48060660,101,20.0
2534,48060660,102,19.0
2535,48060660,107,15.0
2536,48060660,110,6.0
2537,48060660,118,21.0
2538,48060660,125,16.0
2539,48060660,134,7.0
2540,48060660,142,25.0
2541,48060660,153,8.0
2542,48060660,160,20.0
2543,48060660,162,23.0
2544,48060660,165,18.0
2545,48060660,167,18.0
2546,48060660,173,13.0
2547,48060660,179,24.0
2548,48060660,183,10.0
2549,48060660,220,6.0
2550,48060660,263,18.0
2551,48060660,341,4.0
2552,48060661,17,10.0
2553,48060661,32,13.0
2554,48060661,80,16.0
2555,48060661,85,10.0
2556,48060661,86,19.0
2557,48060661,102,23.0
2558,48060661,107,17.0
2559,48060661,110,2.0
2560,48060661,118,22.0
2561,48060661,125,12.0
2562,48060661,134,11.0
2563,48060661,144,29.0
2564,48060661,153,12.0
2565,48060661,160,23.0
2566,48060661,162,24.0
2567,48060661,165,14.0
2568,48060661,167,20.0
2569,48060661,168,26.0
2570,48060661,173,9.0
2571,48060661,174,27.0
2572,48060661,176,23.0
2573,48060661,177,15.0
2574,48060661,183,14.0
2575,48060661,220,7.0
2576,48060661,263,19.0
2577,48060661,341,8.0
2578,48060662,17,14.0
2579,48060662,85,15.0
2580,48060662,101,10.0
2581,48060662,102,21.0
2582,48060662,107,5.0
2583,48060662,118,21.0
2584,48060662,134,12.0
2585,48060662,153,13.0
2586,48060662,160,22.0
2587,48060662,162,24.0
2588,48060662,167,18.0
2589,48060662,183,10.0
2590,48060662,263,17.0
2591,48060662,295,25.0
2592,48060662,334,25.0
2593,48060662,341,15.0
2594,48060663,85,16.0
2595,48060663,101,13.0
2596,48060663,107,14.0
2597,48060663,134,16.0
2598,48060663,142,30.0
2599,48060663,153,17.0
2600,48060663,179,29.0
2601,48060663,183,16.0
2602,48060663,194,35.0
2603,48060663,248,26.0
2604,48060663,263,20.0
2605,48060663,295,12.0
2606,48060663,334,12.0
2607,48060663,341,17.0
2608,48060664,101,17.0
2609,48060664,228,32.0
2610,48060664,295,9.0
2611,48060664,334,11.0
2612,48060665,101,18.0
2613,48060665,228,26.0
2614,48060665,295,5.0
2615,48060665,334,7.0
2616,48060666,101,16.0
2617,48060666,228,23.0
2618,48060666,295,7.0
2619,48060666,334,7.0
2620,48060667,101,24.0
2621,48060667,228,27.0
2622,48060667,295,4.0
2623,48060667,334,6.0
2624,48060668,101,24.0
2625,48060668,228,19.0
2626,48060668,295,7.0
2627,48060668,334,5.0
2628,48060669,101,25.0
2629,48060669,228,19.0
2630,48060669,295,9.0
2631,48060669,334,8.0
2632,48060670,228,17.0
2633,48060670,280,17.0
2634,48060670,295,14.0
2635,48060670,334,14.0
2636,48060671,77,26.0
2637,48060671,228,26.0
2638,48060671,280,20.0
2639,48060671,295,12.0
2640,48060671,334,13.0
2641,48060672,54,26.0
2642,48060672,87,32.0
2643,48060672,169,20.0
2644,48060672,207,19.0
2645,48060672,228,22.0
2646,48060672,280,11.0
2647,48060672,282,26.0
2648,48060672,348,31.0
2649,48060673,77,31.0
2650,48060673,228,28.0
2651,48060673,280,3.0
2652,48060673,295,24.0
2653,48060673,334,22.0
2654,48060677,18,30.0
2655,48060677,54,14.0
2656,48060677,68,12.0
2657,48060677,83,27.0
2658,48060677,163,27.0
2659,48060677,282,17.0
2660,48060677,318,27.0
2661,48060678,18,25.0
2662,48060678,54,22.0
2663,48060678,68,8.0
2664,48060678,83,20.0
2665,48060678,163,20.0
2666,48060678,282,25.0
2667,48060678,318,28.0
2668,48060679,18,24.0
2669,48060679,54,22.0
2670,48060679,68,19.0
2671,48060679,83,23.0
2672,48060679,163,25.0
2673,48060679,282,25.0
2674,48060679,318,22.0
2675,48060680,18,19.0
2676,48060680,54,27.0
2677,48060680,68,15.0
2678,48060680,83,19.0
2679,48060680,163,20.0
2680,48060680,282,29.0
2681,48060680,318,21.0
2682,48060681,18,20.0
2683,48060681,54,25.0
2684,48060681,68,24.0
2685,48060681,83,24.0
2686,48060681,163,28.0
2687,48060681,282,28.0
2688,48060681,318,19.0
2689,48060682,18,22.0
2690,48060682,318,18.0
2691,48060683,18,25.0
2692,48060683,318,10.0
2693,48060684,18,28.0
2694,48060684,318,12.0
2695,48060685,90,18.0
2696,48060685,318,6.0
2697,48060686,54,19.0
2698,48060686,90,15.0
2699,48060686,282,23.0
2700,48060686,318,3.0
2701,48060687,54,17.0
2702,48060687,90,10.0
2703,48060687,282,20.0
2704,48060687,318,5.0
2705,48060688,54,11.0
2706,48060688,90,10.0
2707,48060688,282,16.0
2708,48060688,318,8.0
2709,48060689,90,11.0
2710,48060689,318,4.0
2711,48060693,90,20.0
2712,48060693,92,11.0
2713,48060693,233,32.0
2714,48060693,252,20.0
2715,48060694,90,21.0
2716,48060694,92,12.0
2717,48060694,233,32.0
2718,48060694,252,20.0
2719,48060695,90,23.0
2720,48060695,92,14.0
2721,48060695,233,34.0
2722,48060695,252,22.0
2723,48060697,90,25.0
2724,48060698,90,24.0
2725,48060699,90,25.0
2726,48060701,90,21.0
2727,48060701,318,19.0
2728,48060702,90,16.0
2729,48060702,318,12.0
2730,48060703,90,20.0
2731,48060704,90,15.0
2732,48060704,92,17.0
2733,48060704,252,25.0
2734,48060704,318,18.0
2735,48060705,90,26.0
2736,48060705,318,18.0
2737,48060707,324,28.0
2738,48060708,324,33.0
2739,48060710,18,21.0
2740,48060710,313,26.0
2741,48060710,324,21.0
2742,48060711,324,26.0
2743,48060712,324,15.0
2744,48060716,5,18.0
2745,48060716,20,21.0
2746,48060716,21,21.0
2747,48060716,297,18.0
2748,48060716,324,20.0
2749,48060717,5,21.0
2750,48060717,20,23.0
2751,48060717,21,24.0
2752,48060717,297,21.0
2753,48060717,324,23.0
2754,48060719,69,25.0
2755,48060719,240,27.0
2756,48060719,241,27.0
2757,48060719,256,28.0
2758,48060727,92,24.0
2759,48060727,233,8.0
2760,48060727,252,33.0
2761,48060728,233,9.0
2762,48060730,233,17.0
2763,48060731,233,11.0
2764,48060732,191,17.0
2765,48060732,233,11.0
2766,48060733,92,28.0
2767,48060733,233,7.0
2768,48060733,252,37.0
2769,48060734,191,9.0
2770,48060734,233,22.0
2771,48060735,191,10.0
2772,48060735,233,19.0
2773,48060736,191,16.0
2774,48060737,191,10.0
2775,48060738,191,6.0
2776,48060739,322,42.0
2777,48060740,191,24.0
2778,48060741,19,25.0
2779,48060741,199,23.0
2780,48060741,223,27.0
2781,48060742,19,27.0
2782,48060742,199,19.0
2783,48060742,223,28.0
2784,48060743,19,20.0
2785,48060743,199,22.0
2786,48060743,223,20.0
2787,48060744,19,19.0
2788,48060744,87,20.0
2789,48060744,169,21.0
2790,48060744,193,26.0
2791,48060744,199,21.0
2792,48060744,207,26.0
2793,48060744,223,11.0
2794,48060744,348,20.0
2795,48060745,19,11.0
2796,48060745,87,29.0
2797,48060745,169,26.0
2798,48060745,193,17.0
2799,48060745,199,26.0
2800,48060745,207,29.0
2801,48060745,223,16.0
2802,48060745,348,29.0
2803,48060746,19,15.0
2804,48060746,70,39.0
2805,48060746,193,13.0
2806,48060746,223,26.0
2807,48060747,19,2.0
2808,48060747,87,27.0
2809,48060747,169,20.0
2810,48060747,193,9.0
2811,48060747,199,27.0
2812,48060747,207,26.0
2813,48060747,223,14.0
2814,48060747,348,27.0
2815,48060748,19,5.0
2816,48060748,70,40.0
2817,48060748,193,2.0
2818,48060748,223,21.0
2819,48060749,19,9.0
2820,48060749,87,25.0
2821,48060749,169,13.0
2822,48060749,193,13.0
2823,48060749,207,19.0
2824,48060749,223,15.0
2825,48060749,228,18.0
2826,48060749,280,28.0
2827,48060749,348,25.0
2828,48060750,19,16.0
2829,48060750,87,29.0
2830,48060750,169,10.0
2831,48060750,193,20.0
2832,48060750,207,14.0
2833,48060750,223,19.0
2834,48060750,228,14.0
2835,48060750,280,23.0
2836,48060750,348,28.0
2837,48060751,54,18.0
2838,48060751,87,23.0
2839,48060751,169,4.0
2840,48060751,207,8.0
2841,48060751,228,20.0
2842,48060751,280,15.0
2843,48060751,282,20.0
2844,48060751,348,22.0
2845,48060752,54,20.0
2846,48060752,87,29.0
2847,48060752,169,11.0
2848,48060752,207,14.0
2849,48060752,228,18.0
2850,48060752,280,13.0
2851,48060752,282,20.0
2852,48060752,348,28.0
2853,48060753,228,14.0
2854,48060753,280,18.0
2855,48060753,295,24.0
2856,48060753,334,21.0
2857,48060754,228,5.0
2858,48060754,280,24.0
2859,48060754,295,24.0
2860,48060754,334,22.0
2861,48060755,228,11.0
2862,48060755,280,20.0
2863,48060755,295,18.0
2864,48060755,334,18.0
2865,48060758,54,9.0
2866,48060758,87,26.0
2867,48060758,90,9.0
2868,48060758,92,22.0
2869,48060758,169,20.0
2870,48060758,199,31.0
2871,48060758,207,19.0
2872,48060758,252,25.0
2873,48060758,282,14.0
2874,48060758,318,19.0
2875,48060758,348,27.0
2876,48060759,54,4.0
2877,48060759,87,31.0
2878,48060759,169,21.0
2879,48060759,207,18.0
2880,48060759,280,27.0
2881,48060759,282,8.0
2882,48060759,318,17.0
2883,48060759,348,31.0
2884,48060760,18,28.0
2885,48060760,54,12.0
2886,48060760,68,22.0
2887,48060760,83,28.0
2888,48060760,163,31.0
2889,48060760,282,15.0
2890,48060760,318,22.0
2891,48060761,18,26.0
2892,48060761,54,17.0
2893,48060761,68,24.0
2894,48060761,83,26.0
2895,48060761,163,29.0
2896,48060761,282,20.0
2897,48060761,318,18.0
2898,48060763,90,26.0
2899,48060763,92,17.0
2900,48060763,199,14.0
2901,48060763,233,36.0
2902,48060763,252,14.0
2903,48060764,92,27.0
2904,48060764,199,20.0
2905,48060764,233,40.0
2906,48060764,252,26.0
2907,48060769,66,20.0
2908,48060769,269,21.0
2909,48060769,294,21.0
2910,48060770,66,25.0
2911,48060770,269,22.0
2912,48060770,294,22.0
2913,48060771,66,21.0
2914,48060771,269,18.0
2915,48060771,294,18.0
2916,48060774,24,10.0
2917,48060774,123,22.0
2918,48060774,269,20.0
2919,48060774,294,20.0
2920,48060775,24,13.0
2921,48060776,24,7.0
2922,48060776,123,27.0
2923,48060776,137,30.0
2924,48060776,180,22.0
2925,48060777,24,6.0
2926,48060777,123,25.0
2927,48060777,137,27.0
2928,48060777,180,19.0
2929,48060778,24,9.0
2930,48060778,123,24.0
2931,48060778,137,22.0
2932,48060778,180,15.0
2933,48060779,24,9.0
2934,48060779,123,17.0
2935,48060779,137,21.0
2936,48060779,180,14.0
2937,48060780,24,12.0
2938,48060780,60,40.0
2939,48060780,123,13.0
2940,48060780,137,19.0
2941,48060781,24,19.0
2942,48060781,60,40.0
2943,48060781,123,14.0
2944,48060781,137,17.0
2945,48060781,180,15.0
2946,48060783,24,25.0
2947,48060783,60,46.0
2948,48060783,123,21.0
2949,48060783,137,9.0
2950,48060783,180,9.0
2951,48060784,24,23.0
2952,48060784,60,49.0
2953,48060784,123,22.0
2954,48060784,137,11.0
2955,48060784,180,7.0
2956,48060785,24,18.0
2957,48060785,137,13.0
2958,48060785,180,4.0
2959,48060786,24,23.0
2960,48060786,137,22.0
2961,48060786,180,6.0
2962,48060787,24,25.0
2963,48060787,137,21.0
2964,48060787,180,5.0
2965,48060789,137,13.0
2966,48060789,180,8.0
2967,48060790,60,29.0
2968,48060790,137,17.0
2969,48060790,187,21.0
2970,48060790,265,21.0
2971,48060791,60,29.0
2972,48060791,137,20.0
2973,48060791,187,21.0
2974,48060791,265,21.0
2975,48060792,60,30.0
2976,48060792,137,29.0
2977,48060792,187,18.0
2978,48060792,265,18.0
2979,48060794,60,30.0
2980,48060794,137,34.0
2981,48060794,187,16.0
2982,48060794,265,16.0
2983,48060795,187,10.0
2984,48060795,265,10.0
2985,48060796,187,6.0
2986,48060796,265,6.0
2987,48060797,60,32.0
2988,48060797,137,33.0
2989,48060797,187,10.0
2990,48060797,265,10.0
2991,48060798,60,23.0
2992,48060798,123,21.0
2993,48060798,137,33.0
2994,48060798,187,17.0
2995,48060798,238,20.0
2996,48060798,265,17.0
2997,48060799,60,27.0
2998,48060799,137,29.0
2999,48060799,187,13.0
3000,48060799,265,13.0
3001,48060800,60,21.0
3002,48060800,123,22.0
3003,48060800,137,30.0
3004,48060800,187,21.0
3005,48060800,238,25.0
3006,48060800,265,21.0
3007,48060801,24,37.0
3008,48060801,60,30.0
3009,48060801,123,28.0
3010,48060801,137,26.0
3011,48060801,180,32.0
3012,48060802,60,21.0
3013,48060802,123,20.0
3014,48060802,137,32.0
3015,48060802,187,17.0
3016,48060802,238,19.0
3017,48060802,265,17.0
3018,48060803,60,26.0
3019,48060803,187,11.0
3020,48060803,238,20.0
3021,48060803,265,11.0
3022,48060804,60,27.0
3023,48060804,187,6.0
3024,48060804,238,19.0
3025,48060804,265,6.0
3026,48060805,187,12.0
3027,48060805,265,12.0
3028,48060806,187,12.0
3029,48060806,265,12.0
3030,48060807,187,20.0
3031,48060807,265,20.0
3032,48060808,187,11.0
3033,48060808,265,11.0
3034,48060810,24,26.0
3035,48060810,180,31.0
3036,48060811,24,22.0
3037,48060811,180,27.0
3038,48060812,24,29.0
3039,48060812,180,33.0
3040,48060814,24,17.0
3041,48060815,24,24.0
3042,48060816,24,24.0
3043,48060820,5,8.0
3044,48060820,20,14.0
3045,48060820,21,15.0
3046,48060820,297,8.0
3047,48060820,324,29.0
3048,48060821,5,22.0
3049,48060821,297,22.0
3050,48060821,313,37.0
3051,48060821,324,20.0
3052,48060830,43,12.0
3053,48060830,100,11.0
3054,48060830,275,11.0
3055,48060830,332,18.0
3056,48060831,43,11.0
3057,48060831,100,6.0
3058,48060831,275,7.0
3059,48060831,332,17.0
3060,48060832,24,24.0
3061,48060832,60,40.0
3062,48060832,123,12.0
3063,48060832,137,27.0
3064,48060833,24,21.0
3065,48060833,60,39.0
3066,48060833,123,16.0
3067,48060833,137,28.0
3068,48060834,66,23.0
3069,48060834,269,19.0
3070,48060834,294,19.0
3071,48060834,327,42.0
3072,48060836,66,9.0
3073,48060836,269,20.0
3074,48060836,294,20.0
3075,48060837,18,13.0
3076,48060837,31,18.0
3077,48060837,68,14.0
3078,48060837,77,10.0
3079,48060837,83,12.0
3080,48060837,105,21.0
3081,48060837,163,13.0
3082,48060838,18,23.0
3083,48060838,31,25.0
3084,48060838,68,4.0
3085,48060838,77,11.0
3086,48060838,83,17.0
3087,48060838,105,27.0
3088,48060838,163,13.0
3089,48060842,77,24.0
3090,48060842,228,32.0
3091,48060842,280,22.0
3092,48060842,295,12.0
3093,48060842,334,14.0
3094,48060843,77,20.0
3095,48060843,194,37.0
3096,48060843,248,37.0
3097,48060843,295,12.0
3098,48060843,334,15.0
3099,48060844,77,21.0
3100,48060844,194,37.0
3101,48060844,248,33.0
3102,48060844,295,22.0
3103,48060844,334,25.0
3104,48060845,35,35.0
3105,48060845,142,29.0
3106,48060845,156,19.0
3107,48060845,179,28.0
3108,48060845,194,15.0
3109,48060845,248,5.0
3110,48060846,35,30.0
3111,48060846,142,26.0
3112,48060846,156,16.0
3113,48060846,179,26.0
3114,48060846,194,10.0
3115,48060846,248,8.0
3116,48060847,35,21.0
3117,48060847,142,26.0
3118,48060847,156,17.0
3119,48060847,179,25.0
3120,48060847,194,2.0
3121,48060847,248,17.0
3122,48060848,35,18.0
3123,48060848,108,25.0
3124,48060848,156,13.0
3125,48060848,194,8.0
3126,48060848,237,22.0
3127,48060848,248,23.0
3128,48060849,35,13.0
3129,48060849,108,25.0
3130,48060849,156,11.0
3131,48060849,194,12.0
3132,48060849,237,19.0
3133,48060849,248,25.0
3134,48060850,35,22.0
3135,48060850,142,23.0
3136,48060850,156,6.0
3137,48060850,179,23.0
3138,48060850,194,13.0
3139,48060850,248,15.0
3140,48060851,77,24.0
3141,48060851,194,10.0
3142,48060851,248,23.0
3143,48060852,31,33.0
3144,48060852,68,40.0
3145,48060852,77,30.0
3146,48060852,83,27.0
3147,48060852,105,37.0
3148,48060852,163,35.0
3149,48060853,31,18.0
3150,48060853,68,27.0
3151,48060853,77,22.0
3152,48060853,83,14.0
3153,48060853,105,22.0
3154,48060853,163,22.0
3155,48060855,22,22.0
3156,48060855,32,22.0
3157,48060855,62,19.0
3158,48060855,80,19.0
3159,48060855,86,18.0
3160,48060855,110,32.0
3161,48060855,125,24.0
3162,48060855,144,15.0
3163,48060855,159,20.0
3164,48060855,165,26.0
3165,48060855,168,43.0
3166,48060855,173,31.0
3167,48060855,174,31.0
3168,48060855,176,35.0
3169,48060855,177,19.0
3170,48060855,220,28.0
3171,48060855,310,3.0
3172,48060856,22,25.0
3173,48060856,32,18.0
3174,48060856,62,24.0
3175,48060856,80,15.0
3176,48060856,86,14.0
3177,48060856,110,28.0
3178,48060856,125,20.0
3179,48060856,144,12.0
3180,48060856,159,29.0
3181,48060856,165,21.0
3182,48060856,168,39.0
3183,48060856,173,27.0
3184,48060856,174,29.0
3185,48060856,176,32.0
3186,48060856,177,15.0
3187,48060856,220,23.0
3188,48060856,310,14.0
3189,48060857,22,27.0
3190,48060857,36,27.0
3191,48060857,62,18.0
3192,48060857,80,19.0
3193,48060857,86,17.0
3194,48060857,124,24.0
3195,48060857,144,16.0
3196,48060857,159,24.0
3197,48060857,168,43.0
3198,48060857,310,10.0
3199,48060857,336,26.0
3200,48060857,347,34.0
3201,48060858,62,20.0
3202,48060858,63,16.0
3203,48060858,80,21.0
3204,48060858,86,20.0
3205,48060858,144,19.0
3206,48060858,168,44.0
3207,48060858,204,22.0
3208,48060858,310,14.0
3209,48060858,336,22.0
3210,48060859,22,23.0
3211,48060859,36,25.0
3212,48060859,62,15.0
3213,48060859,80,21.0
3214,48060859,86,19.0
3215,48060859,124,21.0
3216,48060859,144,18.0
3217,48060859,159,21.0
3218,48060859,168,43.0
3219,48060859,310,11.0
3220,48060859,336,26.0
3221,48060859,347,31.0
3222,48060860,22,27.0
3223,48060860,36,21.0
3224,48060860,62,12.0
3225,48060860,80,31.0
3226,48060860,86,30.0
3227,48060860,124,19.0
3228,48060860,144,24.0
3229,48060860,159,26.0
3230,48060860,168,50.0
3231,48060860,310,17.0
3232,48060860,336,20.0
3233,48060860,347,29.0
3234,48060861,22,29.0
3235,48060861,36,29.0
3236,48060861,62,20.0
3237,48060861,80,28.0
3238,48060861,86,26.0
3239,48060861,124,26.0
3240,48060861,144,24.0
3241,48060861,159,27.0
3242,48060861,168,47.0
3243,48060861,310,17.0
3244,48060861,336,16.0
3245,48060861,347,34.0
3246,48060862,36,32.0
3247,48060862,62,23.0
3248,48060862,63,13.0
3249,48060862,204,22.0
3250,48060862,310,23.0
3251,48060862,336,10.0
3252,48060862,365,26.0
3253,48060863,36,32.0
3254,48060863,62,29.0
3255,48060863,63,8.0
3256,48060863,204,18.0
3257,48060863,310,26.0
3258,48060863,336,8.0
3259,48060863,365,22.0
3260,48060864,63,5.0
3261,48060864,204,14.0
3262,48060864,206,19.0
3263,48060864,336,9.0
3264,48060865,62,30.0
3265,48060865,63,3.0
3266,48060865,80,23.0
3267,48060865,86,21.0
3268,48060865,144,22.0
3269,48060865,168,42.0
3270,48060865,204,6.0
3271,48060865,310,26.0
3272,48060865,336,16.0
3273,48060866,62,31.0
3274,48060866,63,9.0
3275,48060866,80,23.0
3276,48060866,86,21.0
3277,48060866,144,20.0
3278,48060866,168,41.0
3279,48060866,204,13.0
3280,48060866,310,23.0
3281,48060866,336,19.0
3282,48060867,62,26.0
3283,48060867,63,10.0
3284,48060867,80,24.0
3285,48060867,86,22.0
3286,48060867,144,21.0
3287,48060867,168,42.0
3288,48060867,204,18.0
3289,48060867,310,17.0
3290,48060867,336,20.0
3291,48060868,80,21.0
3292,48060868,86,20.0
3293,48060868,110,30.0
3294,48060868,125,24.0
3295,48060868,144,18.0
3296,48060868,165,22.0
3297,48060868,168,41.0
